LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
WCHD6,WILL,35,RAMP WNV,NEGATIVE,0,-88.03497,41.4189,23,WI_079_166WCHD1
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,23,De_018_dv146
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,23,De_018_dv158
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,23,De_018_dv159
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,23,De_018_dv160
WILL 03,WILL,26,RAMP WNV,NEGATIVE,0,-88.0982,41.7273,23,ID_034_I036
WNV-2016-001,KANE,10,RAMP WNV,NEGATIVE,0,-88.3418,41.7289,23,KA_040_201600101
WNV-2016-002,KANE,12,RAMP WNV,NEGATIVE,0,-88.2863,41.7859,23,KA_040_201600202
WNV-2016-003,KANE,50,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,23,KA_040_201600103
WNV-2016-003,KANE,20,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,23,KA_040_201600203
WNV-2016-004,KANE,12,RAMP WNV,NEGATIVE,0,-999,-999,23,KA_040_201600204
WNV-2016-005,KANE,12,RAMP WNV,NEGATIVE,0,-88.415,41.9573,23,KA_040_201600105
WNV-2016-008,KANE,10,RAMP WNV,NEGATIVE,0,-88.3645,42.0077,23,KA_040_201600108
WNV-2016-009,KANE,27,RAMP WNV,NEGATIVE,0,-999,-999,23,KA_040_201600109
ws,COOK,40,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,23,De_018_dv150
1,COOK,50,RAMP WNV,NEGATIVE,0,-87.7697,41.5698,24,CO_016_21
2,DUPAGE,54,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,24,CI_011_N16-017
3,DUPAGE,207,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,24,CI_011_N16-018
10,COOK,30,RAMP WNV,NEGATIVE,0,-87.8948,41.9318,24,CO_016_9
12,COOK,50,RAMP WNV,NEGATIVE,0,-87.8771,41.9563,24,CO_016_8
16,KENDALL,15,RAMP WNV,NEGATIVE,0,-88.373,41.5344,24,KE_042_013
21,COOK,2,RAMP WNV,NEGATIVE,0,-87.7319,41.6123,24,CO_016_13
30,COOK,50,RAMP WNV,NEGATIVE,0,-87.8158,41.7076,24,CO_016_22
31,COOK,50,RAMP WNV,NEGATIVE,0,-87.7393,41.6788,24,CO_016_19
34,WILL,38,RAMP WNV,NEGATIVE,0,-88.041474,41.304663,24,WI_079_1634WCHD7
34,WILL,33,RAMP WNV,NEGATIVE,0,-88.041474,41.304663,24,WI_079_1634WCHD6
36,COOK,50,RAMP WNV,NEGATIVE,0,-87.8598,42.1028,24,CO_016_12
38,COOK,50,RAMP WNV,NEGATIVE,0,-87.8626,42.0907,24,CO_016_11
40,COOK,3,RAMP WNV,NEGATIVE,0,-87.7217,41.7277,24,CO_016_16
51,COOK,25,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,24,CO_016_10
54,COOK,50,RAMP WNV,NEGATIVE,0,-87.8443,41.6398,24,CO_016_20
58,COOK,15,RAMP WNV,NEGATIVE,0,-87.6557,41.5668,24,CO_016_17
83,COOK,25,RAMP WNV,NEGATIVE,0,-87.8816,41.7765,24,CO_016_18
106,DUPAGE,50,RAMP WNV,POSITIVE,1,-88.164476,41.969188,24,DU_019_W16018
109,DUPAGE,42,RAMP WNV,NEGATIVE,0,-88.24924,41.950872,24,DU_019_W16019
110,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.1743,41.9347,24,DU_019_W16020
201,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.117762,41.963811,24,DU_019_E16012
208,DUPAGE,15,RAMP WNV,NEGATIVE,0,-88.01989,41.97552,24,DU_019_E16013
301,DUPAGE,33,RAMP WNV,NEGATIVE,0,-88.0174,41.9691,24,DU_019_E16014
307,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9501,41.9157,24,DU_019_E16015
309,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9994,41.9198,24,DU_019_E16016
401,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.209927,41.890016,24,DU_019_W16021
406,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.18793,41.82422,24,DU_019_W16022
501,DUPAGE,31,RAMP WNV,NEGATIVE,0,-88.116694,41.872809,24,DU_019_W16023
506,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.087311,41.814018,24,DU_019_SE16020
511,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0537,41.8867,24,DU_019_SE16021
512,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.1023,41.8404,24,DU_019_W16024
604,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0085,41.8489,24,DU_019_E16017
611,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9345,41.8553,24,DU_019_SE16022
709,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.243133,41.750222,24,DU_019_W16025
808,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0618,41.7579,24,DU_019_SE16023
901,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0167,41.7926,24,DU_019_SE16024
902,DUPAGE,11,RAMP WNV,NEGATIVE,0,-87.9612,41.7866,24,DU_019_SE16025
904,DUPAGE,30,RAMP WNV,NEGATIVE,0,-999,-999,24,DU_019_SE16026
907,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9228,41.8064,24,DU_019_SE16027
910,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9818,41.8148,24,DU_019_SE16028
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0269
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0311
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0312
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0313
#3 SKOKIE,COOK,30,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0236
#3 SKOKIE,COOK,21,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,24,No_060_NS0270
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,24,No_060_NS0271
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,24,No_060_NS0314
#4 SKOKIE,COOK,40,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,24,No_060_NS0315
12 - HOLY CROSS CEM.,COOK,35,RAMP WNV,NEGATIVE,0,-87.546317,41.608167,24,So_069_062
14- SKYLINE POOL,COOK,50,RAMP WNV,NEGATIVE,0,-87.633033,41.542983,24,So_069_065
16- OAK LAWN,COOK,50,RAMP WNV,NEGATIVE,0,-87.754917,41.7063,24,So_069_048
16- OAK LAWN,COOK,50,RAMP WNV,NEGATIVE,0,-87.754917,41.7063,24,So_069_056
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,24,So_069_051
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,24,So_069_059
19- OLYMPIA FIELDS,COOK,50,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,24,So_069_053
19- OLYMPIA FIELDS,COOK,50,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,24,So_069_066
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,24,So_069_046
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,24,So_069_061
28- MT HOPE CEM,COOK,50,RAMP WNV,NEGATIVE,0,-87.690627,41.677762,24,So_069_060
29-ORLAND PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.82634,41.63917,24,So_069_050
29-ORLAND PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.82634,41.63917,24,So_069_057
2-CHILDRENS FARM,COOK,41,RAMP WNV,NEGATIVE,0,-87.8371,41.65675,24,So_069_049
31- FLOSSMOOR,COOK,50,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,24,So_069_052
31- FLOSSMOOR,COOK,50,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,24,So_069_063
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,24,So_069_045
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,24,So_069_058
4-WESTERN,COOK,50,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,24,So_069_047
4-WESTERN,COOK,50,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,24,So_069_055
A463,MCHENRY,4,RAMP WNV,NEGATIVE,0,-88.297825,42.163697,24,Cl_013_016-0088
C428,COOK,15,RAMP WNV,NEGATIVE,0,-87.8302,41.9159,24,Cl_013_016-0086
C455,COOK,11,RAMP WNV,NEGATIVE,0,-87.777265,41.814665,24,Cl_013_016-0133
CHWN01,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0374,41.889,24,FO_028_FPDDC013
D404,DUPAGE,37,RAMP WNV,NEGATIVE,0,-88.0585,41.8548,24,Cl_013_016-0083
D407,DUPAGE,12,RAMP WNV,NEGATIVE,0,-87.92812,41.80403,24,Cl_013_016-0081
D427,DUPAGE,5,RAMP WNV,NEGATIVE,0,-88.07686,41.9188,24,Cl_013_016-0082
D463,DUPAGE,36,RAMP WNV,NEGATIVE,0,-88.145863,41.844461,24,Cl_013_016-0084
D464,DUPAGE,10,RAMP WNV,NEGATIVE,0,-88.044905,41.83636,24,Cl_013_016-0085
DOMINICS,WILL,50,RAMP WNV,NEGATIVE,0,-88.134098,41.170362,24,Re_064_29
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,24,No_060_NS0272
EV1,COOK,41,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,24,No_060_NS0237
EV1,COOK,20,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,24,No_060_NS0273
EV2,COOK,50,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,24,No_060_NS0274
EV2,COOK,50,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,24,No_060_NS0316
EV2,COOK,47,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,24,No_060_NS0238
EV2,COOK,33,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,24,No_060_NS0275
EV2,COOK,22,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,24,No_060_NS0317
EV3,COOK,41,RAMP WNV,NEGATIVE,0,-87.70028,42.05611,24,No_060_NS0276
EV3,COOK,28,RAMP WNV,NEGATIVE,0,-87.70028,42.05611,24,No_060_NS0318
G.P.W.D,WILL,50,RAMP WNV,NEGATIVE,0,-88.240273,41.234823,24,Re_064_27
G1,DUPAGE,324,RAMP WNV,NEGATIVE,0,-88.2208,41.7814,24,CI_011_N16-016
G10,DUPAGE,114,RAMP WNV,NEGATIVE,0,-88.1264,41.7574,24,CI_011_N16-025
G11,WILL,11,RAMP WNV,NEGATIVE,0,-88.1087,41.7165,24,CI_011_N16-026
G12,WILL,199,RAMP WNV,NEGATIVE,0,-88.1294,41.7166,24,CI_011_N16-027
G15,WILL,272,RAMP WNV,NEGATIVE,0,-88.2045,41.6951,24,CI_011_N16-029
G16,WILL,11,RAMP WNV,NEGATIVE,0,-88.2195,41.7108,24,CI_011_N16-030
G17,DUPAGE,35,RAMP WNV,NEGATIVE,0,-88.1695,41.7991,24,CI_011_N16-020
G19,DUPAGE,33,RAMP WNV,NEGATIVE,0,-88.1124,41.7705,24,CI_011_N16-024
G20,DUPAGE,24,RAMP WNV,NEGATIVE,0,-88.1733,41.7824,24,CI_011_N16-021
G21,DUPAGE,393,RAMP WNV,NEGATIVE,0,-88.1959,41.7711,24,CI_011_N16-22
G4,DUPAGE,14,RAMP WNV,NEGATIVE,0,-88.1242,41.7876,24,CI_011_N16-019
G8,DUPAGE,53,RAMP WNV,NEGATIVE,0,-88.1581,41.7639,24,CI_011_N16-023
GRWN01,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9842,41.7735,24,FO_028_FPDDC014
HEWN02,DUPAGE,4,RAMP WNV,NEGATIVE,0,-999,-999,24,FO_028_FPDDC011
HIWN01,DUPAGE,28,RAMP WNV,NEGATIVE,0,-88.0543,41.831,24,FO_028_FPDDC010
IDPH 05,COOK,50,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,24,ID_034_I049
IDPH 06,COOK,50,RAMP WNV,NEGATIVE,0,-87.8131,41.9671,24,ID_034_I050
IDPH 101,COOK,50,RAMP WNV,NEGATIVE,0,-87.7537,41.6995,24,ID_034_I041
IDPH 102,COOK,50,RAMP WNV,NEGATIVE,0,-87.6953,41.7163,24,ID_034_I042
IDPH 104,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9896,41.8732,24,ID_034_I043
IDPH 105,COOK,50,RAMP WNV,NEGATIVE,0,-87.7602,41.7151,24,ID_034_I044
IDPH 106,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0367,41.8061,24,ID_034_I045
IDPH 109,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9841,41.6868,24,ID_034_I046
IDPH 111,COOK,50,RAMP WNV,NEGATIVE,0,-87.9976,41.6504,24,ID_034_I047
IDPH 112,COOK,50,RAMP WNV,NEGATIVE,0,-87.7022,41.7351,24,ID_034_I048
K410,DUPAGE,40,RAMP WNV,NEGATIVE,0,-88.174781,41.951702,24,Cl_013_016-0110
K410,DUPAGE,40,RAMP WNV,NEGATIVE,0,-88.174781,41.951702,24,Cl_013_016-0111
K411,KANE,50,RAMP WNV,NEGATIVE,0,-999,-999,24,Cl_013_016-0106
K434,KANE,7,RAMP WNV,NEGATIVE,0,0,0,24,Cl_013_016-0108
K435,KANE,40,RAMP WNV,NEGATIVE,0,-88.293052,41.926993,24,Cl_013_016-0101
K435,KANE,40,RAMP WNV,NEGATIVE,0,-88.293052,41.926993,24,Cl_013_016-0102
K447,KANE,50,RAMP WNV,NEGATIVE,0,-88.323672,41.848069,24,Cl_013_016-0112
K447,KANE,50,RAMP WNV,NEGATIVE,0,-88.323672,41.848069,24,Cl_013_016-0113
K448,KANE,25,RAMP WNV,NEGATIVE,0,-88.284772,41.831809,24,Cl_013_016-0114
K452,KANE,50,RAMP WNV,NEGATIVE,0,-88.293025,41.882196,24,Cl_013_016-0103
K452,KANE,50,RAMP WNV,NEGATIVE,0,-88.293025,41.882196,24,Cl_013_016-0104
K452,KANE,50,RAMP WNV,NEGATIVE,0,-88.293025,41.882196,24,Cl_013_016-0105
K466,KANE,8,RAMP WNV,NEGATIVE,0,-88.312736,42.019138,24,Cl_013_016-0087
KENDALL03,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.2787,41.7137,24,ID_034_I052
L300,LAKE,34,RAMP WNV,NEGATIVE,0,-87.9776,42.2447,24,Cl_013_016-0094
L301,LAKE,24,RAMP WNV,NEGATIVE,0,-87.913,42.193,24,Cl_013_016-0118
L305,LAKE,10,RAMP WNV,NEGATIVE,0,-87.80644,42.18219,24,Cl_013_016-0127
L307,LAKE,10,RAMP WNV,NEGATIVE,0,-999,-999,24,Cl_013_016-0124
L310,LAKE,10,RAMP WNV,NEGATIVE,0,-999,-999,24,Cl_013_016-0093
L326,LAKE,8,RAMP WNV,NEGATIVE,0,-87.827,42.1997,24,Cl_013_016-0117
L438,LAKE,6,RAMP WNV,NEGATIVE,0,-87.886698,42.160485,24,Cl_013_016-0125
L439,LAKE,14,RAMP WNV,NEGATIVE,0,-87.8342,42.1672,24,Cl_013_016-0126
L446,LAKE,7,RAMP WNV,NEGATIVE,0,-87.846347,42.282584,24,Cl_013_016-0120
L459,LAKE,23,RAMP WNV,NEGATIVE,0,-87.96328,42.1594,24,Cl_013_016-0122
L460,LAKE,14,RAMP WNV,NEGATIVE,0,-87.807569,42.155136,24,Cl_013_016-0119
L461,LAKE,5,RAMP WNV,NEGATIVE,0,-87.773539,42.153506,24,Cl_013_016-0132
L468,LAKE,7,RAMP WNV,NEGATIVE,0,-87.840972,42.308253,24,Cl_013_016-0131
LCFP 13,LAKE,12,RAMP WNV,NEGATIVE,0,-87.906491,42.182227,24,Cl_013_016-0116
LCFP 15,LAKE,8,RAMP WNV,NEGATIVE,0,-89.8911,42.259,24,Cl_013_016-0123
LCFP 16,LAKE,49,RAMP WNV,NEGATIVE,0,-87.9252,42.2403,24,Cl_013_016-0129
LCFP 17,LAKE,9,RAMP WNV,NEGATIVE,0,-87.9483,42.3059,24,Cl_013_016-0115
LCFP 2,LAKE,50,RAMP WNV,NEGATIVE,0,-87.9238,42.2715,24,Cl_013_016-0128
LCFP 8,LAKE,4,RAMP WNV,NEGATIVE,0,-88.14942,42.37836,24,Cl_013_016-0092
LCFP 9,LAKE,8,RAMP WNV,NEGATIVE,0,-88.1084,42.2622,24,Cl_013_016-0090
LCHD A,LAKE,16,RAMP WNV,NEGATIVE,0,-87.845081,42.43321,24,Cl_013_016-0130
LCHD B,LAKE,8,RAMP WNV,NEGATIVE,0,-999,-999,24,Cl_013_016-0121
LCHD H2,LAKE,5,RAMP WNV,NEGATIVE,0,-88.195867,42.195427,24,Cl_013_016-0089
LCHD J,LAKE,6,RAMP WNV,NEGATIVE,0,-88.06687,42.19949,24,Cl_013_016-0095
LCHD O,LAKE,6,RAMP WNV,NEGATIVE,0,-88.13949,42.2665,24,Cl_013_016-0091
MMWN04,DUPAGE,50,RAMP WNV,NEGATIVE,0,-999,-999,24,FO_028_FPDDC012
NSG13,COOK,50,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0250
NSG13,COOK,50,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0251
NSG13,COOK,50,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0292
NSG13,COOK,50,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0293
NSG13,COOK,46,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0252
NSG13,COOK,23,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0227
NSG13,COOK,13,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,24,No_060_NS0294
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,24,No_060_NS0295
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,24,No_060_NS0296
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,24,No_060_NS0297
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,24,No_060_NS0298
NSG14,COOK,20,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,24,No_060_NS0228
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0229
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0230
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0253
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0254
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0255
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0256
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0299
NSG17,COOK,50,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0300
NSG17,COOK,44,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,24,No_060_NS0301
NSG2,COOK,60,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0277
NSG2,COOK,60,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0278
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0221
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0239
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0240
NSG2,COOK,29,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0222
NSG2,COOK,29,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,24,No_060_NS0241
NSG21,COOK,60,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,24,No_060_NS0302
NSG21,COOK,60,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,24,No_060_NS0303
NSG21,COOK,45,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,24,No_060_NS0231
NSG21,COOK,18,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,24,No_060_NS0257
NSG22,COOK,60,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0304
NSG22,COOK,60,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0305
NSG22,COOK,50,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0232
NSG22,COOK,50,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0258
NSG22,COOK,50,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0259
NSG22,COOK,50,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0260
NSG22,COOK,50,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0261
NSG22,COOK,33,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,24,No_060_NS0233
NSG23,COOK,54,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,24,No_060_NS0306
NSG23,COOK,50,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,24,No_060_NS0262
NSG23,COOK,25,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,24,No_060_NS0234
NSG23,COOK,21,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,24,No_060_NS0263
NSG24,COOK,50,RAMP WNV,NEGATIVE,0,-87.497,42.8472,24,No_060_NS0264
NSG24,COOK,33,RAMP WNV,NEGATIVE,0,-87.497,42.8472,24,No_060_NS0307
NSG24,COOK,30,RAMP WNV,NEGATIVE,0,-87.497,42.8472,24,No_060_NS0265
NSG24,COOK,20,RAMP WNV,NEGATIVE,0,-87.497,42.8472,24,No_060_NS0235
NSG25,COOK,50,RAMP WNV,NEGATIVE,0,-87.716083,42.085583,24,No_060_NS0308
NSG25,COOK,30,RAMP WNV,NEGATIVE,0,-87.716083,42.085583,24,No_060_NS0309
NSG25,COOK,26,RAMP WNV,NEGATIVE,0,-87.716083,42.085583,24,No_060_NS0266
NSG29,COOK,55,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,24,No_060_NS0267
NSG29,COOK,55,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,24,No_060_NS0268
NSG29,COOK,26,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,24,No_060_NS0310
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0242
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0279
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0280
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0281
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0282
NSG3,COOK,47,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0223
NSG3,COOK,20,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,24,No_060_NS0243
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0224
NSG5,COOK,50,RAMP WNV,POSITIVE,1,-87.761766,42.097216,24,No_060_NS0225
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0244
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0245
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0246
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0283
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0284
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0285
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,24,No_060_NS0286
NSG6,COOK,60,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0287
NSG6,COOK,60,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0288
NSG6,COOK,50,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0226
NSG6,COOK,50,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0247
NSG6,COOK,50,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0248
NSG6,COOK,50,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,24,No_060_NS0289
NSG9,COOK,50,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,24,No_060_NS0290
NSG9,COOK,49,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,24,No_060_NS0249
NSG9,COOK,31,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,24,No_060_NS0291
NWAH2,COOK,51,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,24,No_061_117
NWAH2,COOK,50,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,24,No_061_140
NWAH2,COOK,50,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,24,No_061_155
NWAH2,COOK,50,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,24,No_061_156
NWBG1,COOK,64,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,24,No_061_125
NWBG1,COOK,50,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,24,No_061_151
NWBG1,COOK,50,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,24,No_061_152
NWBG1,COOK,47,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,24,No_061_108
NWBG1,COOK,39,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,24,No_061_147
NWBR2,COOK,2,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,24,No_061_148
NWBR2,COOK,1,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,24,No_061_132
NWBR3,COOK,59,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,24,No_061_109
NWBR3,COOK,50,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,24,No_061_149
NWBT1,COOK,60,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,24,No_061_101
NWBT1,COOK,50,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,24,No_061_143
NWBT1,COOK,50,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,24,No_061_165
NWDP,COOK,43,RAMP WNV,NEGATIVE,0,-87.92988,42.04765,24,No_061_166
NWDP,COOK,8,RAMP WNV,NEGATIVE,0,-87.92988,42.04765,24,No_061_106
NWEG2,COOK,31,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,24,No_061_107
NWEG2,COOK,18,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,24,No_061_136
