LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
T061,COOK,48,PCRWNV,POSITIVE,1,-87.6746,41.8013,32,CH_010_43374
T061,COOK,29,PCRWNV,POSITIVE,1,-87.6746,41.8013,32,CH_010_43375
T061,COOK,25,PCRWNV,POSITIVE,1,-87.6746,41.8013,32,CH_010_43373
T062,COOK,3,PCRWNV,POSITIVE,1,-87.7121,41.8006,32,CH_010_43377
T062,COOK,2,PCRWNV,NEGATIVE,0,-87.7121,41.8006,32,CH_010_43376
T063,COOK,24,PCRWNV,POSITIVE,1,-87.7241,41.8253,32,CH_010_43379
T063,COOK,16,PCRWNV,NEGATIVE,0,-87.7241,41.8253,32,CH_010_43378
T066,COOK,50,PCRWNV,POSITIVE,1,-87.703,41.7716,32,CH_010_43381
T066,COOK,48,PCRWNV,POSITIVE,1,-87.703,41.7716,32,CH_010_43382
T066,COOK,47,PCRWNV,POSITIVE,1,-87.703,41.7716,32,CH_010_43383
T066,COOK,16,PCRWNV,POSITIVE,1,-87.703,41.7716,32,CH_010_43380
T068,COOK,2,PCRWNV,NEGATIVE,0,-87.6634,41.7466,32,CH_010_43395
T073,COOK,7,PCRWNV,NEGATIVE,0,-87.6002,41.7733,32,CH_010_43397
T074,COOK,37,PCRWNV,POSITIVE,1,-87.66,41.82,32,CH_010_43398
T074,COOK,32,PCRWNV,POSITIVE,1,-87.66,41.82,32,CH_010_43399
T074,COOK,29,PCRWNV,NEGATIVE,0,-87.66,41.82,32,CH_010_43400
T079,COOK,9,PCRWNV,POSITIVE,1,-87.5628,41.7663,32,CH_010_43401
T080,COOK,24,PCRWNV,POSITIVE,1,-87.6138,41.7546,32,CH_010_43402
T080,COOK,19,PCRWNV,NEGATIVE,0,-87.6138,41.7546,32,CH_010_43403
T082,COOK,18,PCRWNV,POSITIVE,1,-87.6429,41.8034,32,CH_010_43405
T082,COOK,14,PCRWNV,NEGATIVE,0,-87.6429,41.8034,32,CH_010_43404
T083,COOK,20,PCRWNV,NEGATIVE,0,-87.5826,41.7493,32,CH_010_43406
T083,COOK,18,PCRWNV,NEGATIVE,0,-87.5826,41.7493,32,CH_010_43407
T083,COOK,16,PCRWNV,POSITIVE,1,-87.5826,41.7493,32,CH_010_43408
T090,COOK,12,PCRWNV,NEGATIVE,0,-87.6614,41.6776,32,CH_010_43412
T090,COOK,12,PCRWNV,NEGATIVE,0,-87.6614,41.6776,32,CH_010_43413
T094,COOK,6,PCRWNV,POSITIVE,1,-87.6648,41.7213,32,CH_010_43414
T094,COOK,5,PCRWNV,NEGATIVE,0,-87.6648,41.7213,32,CH_010_43415
T099,COOK,2,PCRWNV,NEGATIVE,0,-87.55688,41.72638,32,CH_010_43423
T099,COOK,2,PCRWNV,NEGATIVE,0,-87.55688,41.72638,32,CH_010_43424
T102,COOK,20,PCRWNV,NEGATIVE,0,-87.6091,41.6964,32,CH_010_43426
T102,COOK,10,PCRWNV,NEGATIVE,0,-87.6091,41.6964,32,CH_010_43425
T114,COOK,48,PCRWNV,POSITIVE,1,-87.7368,41.7987,32,CH_010_43385
T114,COOK,46,PCRWNV,POSITIVE,1,-87.7368,41.7987,32,CH_010_43387
T114,COOK,31,PCRWNV,POSITIVE,1,-87.7368,41.7987,32,CH_010_43386
T114,COOK,17,PCRWNV,POSITIVE,1,-87.7368,41.7987,32,CH_010_43384
T128,COOK,6,PCRWNV,NEGATIVE,0,-87.5656,41.7047,32,CH_010_43428
T128,COOK,2,PCRWNV,NEGATIVE,0,-87.5656,41.7047,32,CH_010_43427
T135,COOK,50,PCRWNV,POSITIVE,1,-87.6329,41.6632,32,CH_010_43416
T135,COOK,50,PCRWNV,POSITIVE,1,-87.6329,41.6632,32,CH_010_43419
T135,COOK,26,PCRWNV,POSITIVE,1,-87.6329,41.6632,32,CH_010_43418
T135,COOK,17,PCRWNV,NEGATIVE,0,-87.6329,41.6632,32,CH_010_43417
T147,COOK,10,PCRWNV,POSITIVE,1,-87.7001,41.9321,32,CH_010_43470
T151,COOK,13,PCRWNV,NEGATIVE,0,-87.8006,41.9163,32,CH_010_43350
T151,COOK,10,PCRWNV,POSITIVE,1,-87.8006,41.9163,32,CH_010_43349
T152,COOK,50,PCRWNV,NEGATIVE,0,-87.7161,41.8461,32,CH_010_43352
T152,COOK,37,PCRWNV,NEGATIVE,0,-87.7161,41.8461,32,CH_010_43353
T152,COOK,28,PCRWNV,POSITIVE,1,-87.7161,41.8461,32,CH_010_43354
T152,COOK,11,PCRWNV,NEGATIVE,0,-87.7161,41.8461,32,CH_010_43351
T155,COOK,27,PCRWNV,POSITIVE,1,-87.7789,41.7759,32,CH_010_43388
T155,COOK,10,PCRWNV,POSITIVE,1,-87.7789,41.7759,32,CH_010_43389
T159,COOK,9,PCRWNV,NEGATIVE,0,-87.6496,41.7311,32,CH_010_43421
T159,COOK,5,PCRWNV,POSITIVE,1,-87.6496,41.7311,32,CH_010_43420
T209,COOK,9,PCRWNV,NEGATIVE,0,-87.545906,41.655534,32,CH_010_43429
T212,COOK,1,PCRWNV,NEGATIVE,0,-87.528475,41.680787,32,CH_010_43430
T220,COOK,3,PCRWNV,NEGATIVE,0,-87.69,41.96,32,CH_010_43471
T221,COOK,44,PCRWNV,POSITIVE,1,-87.6,41.65,32,CH_010_43433
T221,COOK,36,PCRWNV,POSITIVE,1,-87.6,41.65,32,CH_010_43432
T221,COOK,17,PCRWNV,NEGATIVE,0,-87.6,41.65,32,CH_010_43431
T222,COOK,50,PCRWNV,POSITIVE,1,-87.747502,41.925226,32,CH_010_43357
T222,COOK,21,PCRWNV,NEGATIVE,0,-87.747502,41.925226,32,CH_010_43358
T223,COOK,16,PCRWNV,POSITIVE,1,-87.80467,41.973995,32,CH_010_43456
T224,COOK,4,PCRWNV,NEGATIVE,0,-87.671702,41.947011,32,CH_010_43472
T225,COOK,21,PCRWNV,NEGATIVE,0,-87.731457,41.743395,32,CH_010_43390
T226,COOK,29,PCRWNV,POSITIVE,1,-87.647594,41.794297,32,CH_010_43410
T226,COOK,19,PCRWNV,NEGATIVE,0,-87.647594,41.794297,32,CH_010_43409
T226,COOK,11,PCRWNV,NEGATIVE,0,-87.647594,41.794297,32,CH_010_43411
T227,COOK,2,PCRWNV,NEGATIVE,0,-87.608227,41.728445,32,CH_010_43422
T228,COOK,10,PCRWNV,NEGATIVE,0,-87.724985,41.952654,32,CH_010_43457
T230,COOK,25,PCRWNV,POSITIVE,1,-87.755737,41.904661,32,CH_010_43355
T230,COOK,7,PCRWNV,POSITIVE,1,-87.755737,41.904661,32,CH_010_43356
T233,COOK,34,PCRWNV,POSITIVE,1,-87.806735,42.010253,32,CH_010_43459
T233,COOK,11,PCRWNV,POSITIVE,1,-87.806735,42.010253,32,CH_010_43460
T233,COOK,9,PCRWNV,NEGATIVE,0,-87.806735,42.010253,32,CH_010_43458
T235,COOK,27,PCRWNV,POSITIVE,1,-87.728342,41.774866,32,CH_010_43392
T235,COOK,26,PCRWNV,POSITIVE,1,-87.728342,41.774866,32,CH_010_43393
T235,COOK,1,PCRWNV,NEGATIVE,0,-87.728342,41.774866,32,CH_010_43391
T236,COOK,44,PCRWNV,POSITIVE,1,-87.770852,41.995042,32,CH_010_43461
T236,COOK,21,PCRWNV,NEGATIVE,0,-87.770852,41.995042,32,CH_010_43462
T240,COOK,3,PCRWNV,NEGATIVE,0,-87.6647,41.9193,32,CH_010_43372
T900,COOK,4,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43316
T900,COOK,2,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43315
T905,COOK,17,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43317
T905,COOK,16,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43318
T911,COOK,44,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43321
T911,COOK,29,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43320
T911,COOK,17,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43319
T912,COOK,5,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43322
T913,COOK,46,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43323
T913,COOK,37,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43324
T916,COOK,32,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43327
T916,COOK,29,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43326
T916,COOK,18,PCRWNV,NEGATIVE,0,-87.882,41.9798,32,CH_010_43325
T917,COOK,50,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43329
T917,COOK,50,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43331
T917,COOK,50,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43332
T917,COOK,50,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43333
T917,COOK,43,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43334
T917,COOK,39,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43328
T917,COOK,37,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43330
T918,COOK,42,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43335
T918,COOK,35,PCRWNV,POSITIVE,1,-87.882,41.9798,32,CH_010_43336
TRAP 14,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.3483,41.7034,32,KE_042_064
TRAP 15,KENDALL,16,RAMP WNV,NEGATIVE,0,-88.3116,41.5124,32,KE_042_065
TRAP 3,KENDALL,30,RAMP WNV,NEGATIVE,0,-88.540651,41.671274,32,KE_042_060
TRAP 33,WILL,50,RAMP WNV,NEGATIVE,0,-88.01362,41.36885,32,WI_079_1633WCHD5
TRAP 5,KENDALL,27,RAMP WNV,NEGATIVE,0,-88.33748,41.68473,32,KE_042_061
TRAP 8,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.5812,41.5431,32,KE_042_062
TRAP 8,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.5812,41.5431,32,KE_042_063
TRP-1,COOK,10,RAMP WNV,NEGATIVE,0,-87.7782,41.8325,32,CO_016_320
TRP-1,COOK,3,RAMP WNV,NEGATIVE,0,-87.7782,41.8325,32,CO_016_295
TRP-12,COOK,50,RAMP WNV,POSITIVE,1,-87.83012,41.97563,32,CO_016_316
TRP-12,COOK,45,RAMP WNV,POSITIVE,1,-87.83012,41.97563,32,CO_016_292
TRP-12,COOK,20,RAMP WNV,POSITIVE,1,-87.83012,41.97563,32,CO_016_349
W443,DUPAGE,44,RAMP WNV,POSITIVE,1,-87.9691,41.9604,32,Cl_013_016-0630
W467,WILL,40,RAMP WNV,NEGATIVE,0,-88.104333,41.638855,32,Cl_013_016-0690
WCHD1,WILL,50,RAMP WNV,POSITIVE,1,-88.04039,41.30351,32,WI_079_1601WCHD12
WCHD11,WILL,28,RAMP WNV,POSITIVE,1,-87.883601,41.533476,32,WI_079_1611WCHD10
WCHD32,WILL,28,RAMP WNV,POSITIVE,1,-88.002389,41.449548,32,WI_079_1632WCHD13
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv938
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv939
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,32,De_018_dv940
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv965
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv966
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv986
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1011
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,32,De_018_dv987
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1012
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1032
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1033
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1034
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1065
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1066
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,32,De_018_dv1067
WILL 03,WILL,50,RAMP WNV,NEGATIVE,0,-88.0982,41.7273,32,ID_034_I170
WMWN03,DUPAGE,9,RAMP WNV,NEGATIVE,0,-88.1746,41.9321,32,FO_028_FPDDC060
WNV-2016-001,KANE,4,RAMP WNV,NEGATIVE,0,-88.3418,41.7289,32,KA_040_201601001
WNV-2016-002,KANE,5,RAMP WNV,NEGATIVE,0,-88.2863,41.7859,32,KA_040_201601302
WNV-2016-003,KANE,11,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,32,KA_040_201601103
WNV-2016-004,KANE,50,RAMP WNV,NEGATIVE,0,-999,-999,32,KA_040_201601704
WNV-2016-004,KANE,37,RAMP WNV,NEGATIVE,0,-999,-999,32,KA_040_201601604
